OBJECTID,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,Longitude,Latitude,Kommentar,Stadtteil,typ,involved,art
,2024,4,16,7,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.484440457000062,49.49364058800006,,,Überschreiten-Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,14,7,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.54129247800006,49.49879217300003,,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,4,13,7,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.522821128000032,49.43416216900005,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,4,10,7,Unfall mit Leichtverletzten,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.490769749000037,49.45256213400006,,,sonstiger Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,16,6,Unfall mit Leichtverletzten,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.493317047000062,49.50500393300007,,,sonstiger Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,16,6,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.529440746000034,49.47614594700008,,,Abbiegeunfall,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,14,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.493265117000021,49.521835761000034,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,13,6,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.475668976000065,49.48215254600007,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,12,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.473546268000064,49.548506821000046,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,11,6,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.497448747000021,49.47398366300007,,,Überschreiten-Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,10,6,Unfall mit Schwerverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.514998718000072,49.45408684900008,,,sonstiger Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Unfall anderer Art
,2024,4,19,5,Unfall mit Leichtverletzten,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.507400841000049,49.50537301100008,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,17,5,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.518084510000051,49.53531292900004,,,Einbiegen / Kreuzen-Unfall,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,16,5,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.470041397000045,49.50478304900008,,,Überschreiten-Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,16,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.481033594000053,49.53564385900006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,19,4,Unfall mit Leichtverletzten,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.466534014000047,49.49053074200003,,,Abbiegeunfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,17,4,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.533361468000066,49.48432911700007,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,4,16,4,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.476759784000024,49.48529407000007,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,4,15,4,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.465713933000075,49.50745345500008,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,4,15,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.476687104000064,49.46269478200002,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,14,4,Unfall mit Leichtverletzten,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.525374579000072,49.43611461900008,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,4,11,4,Unfall mit Leichtverletzten,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.471698612000068,49.511865812000046,,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,4,9,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.460070957000028,49.49098371100007,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,8,4,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.477935345000049,49.54450672600007,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,17,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.48088326900006,49.54457513900008,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,15,3,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.460227796000027,49.492001327000025,,,Unfall durch ruhenden Verkehr,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,11,3,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.456879036000032,49.490511784000034,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,4,11,3,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.489485340000044,49.47364553300008,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,0,3,Unfall mit Schwerverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.473520309000037,49.45607711100007,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,4,17,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.481887594000057,49.45657471800007,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,16,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.497278864000066,49.450483133000034,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,15,2,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.518470946000036,49.44795751600003,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,11,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.481859472000053,49.52580881500006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,7,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.522863834000077,49.49500081700006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,4,22,1,Unfall mit Schwerverletzten,6.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,8.481770158000074,49.52738927800005,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,4,20,1,Unfall mit Leichtverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.481637231000036,49.531813644000074,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,4,18,1,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.45809278400003,49.49087504400006,,,sonstiger Unfall,"Fahrrad, Fußgänger",Unfall anderer Art
,2024,4,14,1,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.528168196000024,49.43698852700004,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,4,2,1,Unfall mit Schwerverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.459735313000067,49.49740191400008,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,3,22,7,Unfall mit Leichtverletzten,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.469379935000063,49.48736546500004,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,20,7,Unfall mit Leichtverletzten,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.49357019100006,49.50079995000005,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,3,19,7,Unfall mit Leichtverletzten,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.477714797000033,49.46149312200004,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,16,7,Unfall mit Schwerverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.477693788000067,49.46152152600007,,,Abbiegeunfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,15,7,Unfall mit Leichtverletzten,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.474310414000058,49.48456905200004,,,sonstiger Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,20,6,Unfall mit Leichtverletzten,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.476815311000053,49.480348692000064,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,14,6,Unfall mit Leichtverletzten,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.546597492000046,49.51415541000006,,,sonstiger Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,13,6,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.471320860000048,49.49206054200005,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,12,6,Unfall mit Leichtverletzten,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.478518988000076,49.52043046300008,,,sonstiger Unfall,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,8,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.570888678000074,49.46099869900007,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,8,6,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.50546558700006,49.50689699700007,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,3,17,5,Unfall mit Leichtverletzten,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.477166164000039,49.49189834100008,,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,3,16,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.492234288000077,49.45869355900004,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,16,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.501645537000059,49.52490355800006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,12,5,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.471362852000027,49.49348694400004,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,3,12,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.487939236000045,49.49713268300008,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,10,5,Unfall mit Leichtverletzten,6.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.46627772100004,49.487835879000045,,,sonstiger Unfall,"Fußgänger, LKW",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,18,4,Unfall mit Leichtverletzten,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.471388903000047,49.48106595100006,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,18,4,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.476582232000055,49.49055531500005,,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,16,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.524961012000063,49.472833689000026,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,16,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.473054435000051,49.47258765500004,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,16,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.468045148000044,49.48470809200006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,15,4,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.486395164000044,49.49557280900007,,,Überschreiten-Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,12,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.471478521000051,49.50382983500003,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Kraftrad",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,10,4,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.479640662000065,49.48230078100005,,,Überschreiten-Unfall,"Fußgänger, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,7,4,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.529927925000038,49.510149285000075,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,5,4,Unfall mit Leichtverletzten,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.568535449000024,49.44266598600007,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,3,17,3,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.49260613000007,49.53303464400005,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,16,3,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.48114673300006,49.45686156300008,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,15,3,Unfall mit Leichtverletzten,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.504196820000061,49.477830465000075,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,3,15,3,Unfall mit Schwerverletzten,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.456710603000033,49.49212100400007,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,12,3,Unfall mit Leichtverletzten,9.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.486661358000049,49.49632463300002,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Abkommen von Fahrbahn nach links
,2024,3,18,2,Unfall mit Leichtverletzten,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.47300688200005,49.46488929200007,,,Unfall im Längsverkehr,"Fahrrad, Pkw",Unfall anderer Art
,2024,3,18,2,Unfall mit Leichtverletzten,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.473570517000041,49.48385585700004,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,18,2,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.47575603200005,49.48913912000006,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,17,2,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.497164927000028,49.50271509100003,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,14,2,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.475656031000028,49.48605028200007,,,Unfall im Längsverkehr,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,3,12,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.481231089000062,49.53349067600004,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,11,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.48751117200004,49.46455345200008,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,11,2,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.483666114000073,49.46985234700002,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,7,2,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.473140043000058,49.54666690300007,,,Überschreiten-Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,3,22,1,Unfall mit Leichtverletzten,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.472343009000042,49.49737534100007,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,11,1,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.471639011000036,49.54663215100004,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,3,10,1,Unfall mit Leichtverletzten,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.495884920000037,49.44944177700006,,,sonstiger Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,2,13,7,Unfall mit Leichtverletzten,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.576896754000074,49.44193245200007,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,10,7,Unfall mit Schwerverletzten,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.438404731000048,49.54691689300006,,,Abbiegeunfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,2,16,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.524349032000032,49.43998254700006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,15,6,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.467788492000068,49.48797495200006,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,2,13,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.473434420000046,49.51365896900006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,11,6,Unfall mit Schwerverletzten,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.467979641000056,49.48707008100007,,,sonstiger Unfall,"Pkw, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,2,14,5,Unfall mit Schwerverletzten,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.484208977000037,49.455949814000064,,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2024,2,8,5,Unfall mit Leichtverletzten,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.470788988000038,49.51108642600008,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,2,18,4,Unfall mit Leichtverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.502443286000073,49.44931163200005,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,2,17,4,Unfall mit Leichtverletzten,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.460514232000037,49.48775630000006,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,2,14,4,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.527364082000076,49.437650931000064,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,22,3,Unfall mit Leichtverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.470159912000042,49.49204715700006,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,2,20,3,Unfall mit Leichtverletzten,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.490038520000041,49.493693234000034,,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,2,18,3,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.47400058900007,49.51632235700004,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,13,3,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.481619694000074,49.45327821000007,,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,2,11,3,Unfall mit Schwerverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.473054529000024,49.47258720500008,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,10,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.466427292000049,49.49057269400004,,,Einbiegen / Kreuzen-Unfall,Fahrrad,Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,0,3,Unfall mit Leichtverletzten,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.476414591000037,49.49706436600008,,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2024,2,20,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.467983256000025,49.48354719500002,,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,2,14,2,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.45728056300004,49.49521963900003,,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
